Concentration A,Concentration B,Yield
10.0,1.0,0.3829166666666667
10.0,1.368421052631579,0.3829166666666667
10.0,1.736842105263158,0.3829166666666667
10.0,2.1052631578947367,0.3829166666666667
10.0,2.473684210526316,0.3829166666666667
10.0,2.8421052631578947,0.7911753968253968
10.0,3.2105263157894735,0.7911753968253968
10.0,3.5789473684210527,0.7911753968253968
10.0,3.9473684210526314,0.7911753968253968
10.0,4.315789473684211,0.7911753968253968
10.0,4.684210526315789,0.7911753968253968
10.0,5.052631578947368,0.7911753968253968
10.0,5.421052631578947,0.7911753968253968
10.0,5.789473684210526,0.7911753968253968
10.0,6.157894736842105,0.8814984126984127
10.0,6.526315789473684,0.8814984126984127
10.0,6.894736842105263,0.8814984126984127
10.0,7.263157894736842,0.8814984126984127
10.0,7.63157894736842,0.8814984126984127
10.0,8.0,0.8814984126984127
10.789473684210526,1.0,0.3829166666666667
10.789473684210526,1.368421052631579,0.3829166666666667
10.789473684210526,1.736842105263158,0.3829166666666667
10.789473684210526,2.1052631578947367,0.3829166666666667
10.789473684210526,2.473684210526316,0.3829166666666667
10.789473684210526,2.8421052631578947,0.7911753968253968
10.789473684210526,3.2105263157894735,0.7911753968253968
10.789473684210526,3.5789473684210527,0.7911753968253968
10.789473684210526,3.9473684210526314,0.7911753968253968
10.789473684210526,4.315789473684211,0.7911753968253968
10.789473684210526,4.684210526315789,0.7911753968253968
10.789473684210526,5.052631578947368,0.7911753968253968
10.789473684210526,5.421052631578947,0.7911753968253968
10.789473684210526,5.789473684210526,0.7911753968253968
10.789473684210526,6.157894736842105,0.8814984126984127
10.789473684210526,6.526315789473684,0.8814984126984127
10.789473684210526,6.894736842105263,0.8814984126984127
10.789473684210526,7.263157894736842,0.8814984126984127
10.789473684210526,7.63157894736842,0.8814984126984127
10.789473684210526,8.0,0.8814984126984127
11.578947368421053,1.0,0.3829166666666667
11.578947368421053,1.368421052631579,0.3829166666666667
11.578947368421053,1.736842105263158,0.3829166666666667
11.578947368421053,2.1052631578947367,0.3829166666666667
11.578947368421053,2.473684210526316,0.3829166666666667
11.578947368421053,2.8421052631578947,0.7911753968253968
11.578947368421053,3.2105263157894735,0.7911753968253968
11.578947368421053,3.5789473684210527,0.7911753968253968
11.578947368421053,3.9473684210526314,0.7911753968253968
11.578947368421053,4.315789473684211,0.7911753968253968
11.578947368421053,4.684210526315789,0.7911753968253968
11.578947368421053,5.052631578947368,0.7911753968253968
11.578947368421053,5.421052631578947,0.7911753968253968
11.578947368421053,5.789473684210526,0.7911753968253968
11.578947368421053,6.157894736842105,0.8814984126984127
11.578947368421053,6.526315789473684,0.8814984126984127
11.578947368421053,6.894736842105263,0.8814984126984127
11.578947368421053,7.263157894736842,0.8814984126984127
11.578947368421053,7.63157894736842,0.8814984126984127
11.578947368421053,8.0,0.8814984126984127
12.368421052631579,1.0,0.3829166666666667
12.368421052631579,1.368421052631579,0.3829166666666667
12.368421052631579,1.736842105263158,0.3829166666666667
12.368421052631579,2.1052631578947367,0.3829166666666667
12.368421052631579,2.473684210526316,0.3829166666666667
12.368421052631579,2.8421052631578947,0.7911753968253968
12.368421052631579,3.2105263157894735,0.7911753968253968
12.368421052631579,3.5789473684210527,0.7911753968253968
12.368421052631579,3.9473684210526314,0.7911753968253968
12.368421052631579,4.315789473684211,0.7911753968253968
12.368421052631579,4.684210526315789,0.7911753968253968
12.368421052631579,5.052631578947368,0.7911753968253968
12.368421052631579,5.421052631578947,0.7911753968253968
12.368421052631579,5.789473684210526,0.7911753968253968
12.368421052631579,6.157894736842105,0.8814984126984127
12.368421052631579,6.526315789473684,0.8814984126984127
12.368421052631579,6.894736842105263,0.8814984126984127
12.368421052631579,7.263157894736842,0.8814984126984127
12.368421052631579,7.63157894736842,0.8814984126984127
12.368421052631579,8.0,0.8814984126984127
13.157894736842106,1.0,0.3829166666666667
13.157894736842106,1.368421052631579,0.3829166666666667
13.157894736842106,1.736842105263158,0.3829166666666667
13.157894736842106,2.1052631578947367,0.3829166666666667
13.157894736842106,2.473684210526316,0.3829166666666667
13.157894736842106,2.8421052631578947,0.7911753968253968
13.157894736842106,3.2105263157894735,0.7911753968253968
13.157894736842106,3.5789473684210527,0.7911753968253968
13.157894736842106,3.9473684210526314,0.7911753968253968
13.157894736842106,4.315789473684211,0.7911753968253968
13.157894736842106,4.684210526315789,0.7911753968253968
13.157894736842106,5.052631578947368,0.7911753968253968
13.157894736842106,5.421052631578947,0.7911753968253968
13.157894736842106,5.789473684210526,0.7911753968253968
13.157894736842106,6.157894736842105,0.8814984126984127
13.157894736842106,6.526315789473684,0.8814984126984127
13.157894736842106,6.894736842105263,0.8814984126984127
13.157894736842106,7.263157894736842,0.8814984126984127
13.157894736842106,7.63157894736842,0.8814984126984127
13.157894736842106,8.0,0.8814984126984127
13.947368421052632,1.0,0.3829166666666667
13.947368421052632,1.368421052631579,0.3829166666666667
13.947368421052632,1.736842105263158,0.3829166666666667
13.947368421052632,2.1052631578947367,0.3829166666666667
13.947368421052632,2.473684210526316,0.3829166666666667
